REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,PRIZ_P,C2_5
1,45,09807247,1027739082106,1,044525545,1/1/2016,?? ????????? ????,"119034,  ?. ??????, ????????????? ??????????, ?.9",1,23
2,40,11157058,1027800000250,2,044030869,1/1/2016,"?? ""??? ""??????""","191002 ?????-?????????, ???????????? ??. ??? 17",1,31
5,45,09808117,1027739069478,5,044583501,1/1/2016,"???? ""??????-??????"" (???)","115054,  ?. ??????, 6-? ?????????????? ???., ?. 8, ???. 1",1,31
21,05,09241840,1022500001325,21,040507717,1/1/2016,"??? ""??????????????""","690091, ?????????? ????, ?. ???????????, ??. ???????? ??????, 25",1,27
52,40,05437279,1027800001261,52,044030754,1/1/2016,"??? ""?????????????""","195027, ?????????? ?????????,  ?. ?????-?????????, ???????????? ??., ??? 2, ????. 2, ???.?",1,31
53,40,05435949,1027800000194,53,044030755,1/1/2016,"??? ???? ""???????????????""","191119, ?????-?????????, ?????????? ??., 46, ????? ?, ?????? 2",1,31
55,45,09806271,1027739270294,55,044583303,1/1/2016,"??? ??? ""????????""","109044,  ?. ??????, ??. ????????? ???, ?. 26, ???????? 2",1,23
65,65,09806207,1026600001955,65,046577768,1/1/2016,"??? ?? ""?????? ?????""","620075, ???????????? ???????, ?.????????????, ??. ????????, ?.7",1,31
67,92,09265941,1021600000289,67,049205770,1/1/2016,"??? ""??????????"" (???)","420111, ?????????? ?????????,  ?.??????, ??.???????, ?.13/52",1,23
77,45,05838400,1027700568224,77,044583125,1/1/2016,??????? ???? (???),"117105, ?. ??????, ?????????? ?????, ??? 1, ???????? 1-2",1,23
85,05,09241863,1022500001930,85,040507840,1/1/2016,"??? ?? ""?????? ????""","690106, ?????????? ????, ?.???????????, ??. ???????? ???????,3",1,23
96,32,09806360,1024200001891,96,043207720,1/1/2016,"?? ""????????????""","650000, ??????????? ???????, ?.????????, ??????????? ?????, ??.????????????, ??? ? 12",1,23
101,50,16578422,1055400000369,101,045004761,1/1/2016,"?? ""??? ????""","630099, ?. ???????????, ??. ?????????, ?.37",1,31
103,45,29313458,1027739480548,103,044525824,1/1/2016,"??? ""???""","115054,  ?. ??????, ??. ?????????, ??? 23, ???????? 2",1,23
106,60,09806526,1026100002026,106,046015860,1/1/2016,"??? ?? ""???????????""","344029, ?. ??????-??-????, ??. ???????, 102",1,27
121,45,09806868,1027739198387,121,044525514,1/1/2016,"?? ??? ""????????????""","119017,  ?. ??????, ??.?????????, ?.31/2, ???. 1",1,31
138,41,09806957,1027800004517,138,044106725,1/1/2016,"?? ""?????????""","188640, ????????????? ???????, ????? ??????????, ???????????? ????????, ??? 29",1,31
149,45,09808560,1024900000180,149-?,042908805,1/1/2016,"??? ""????????? ??????"" (???)","109147, ?.??????, ??. ????????????, ?. 20, ???. 8",1,31
153,65,09808005,1026600000602,153,046577421,1/1/2016,"?? ""??????????????""","620219, ????? ????????????, ??. ????????????, ?. 26",1,23
170,45,09808583,1025500003737,170,044583105,1/1/2016,"?? ""?? ????""","109028, ?.??????, ??????????????? ???., ?. 29",1,23
197,40,09806578,1027800001547,197,044030760,1/1/2016,"??? ""????""","194044, ?????-?????????, ????????? ???., 5",1,23
208,52,09227917,1025500000459,208,045209713,1/1/2016,"???? ""?????"" (??)","644007, ?.????, ??. ??????????, 132/134",1,23
210,45,09806561,1027739290270,210,044599457,1/1/2016,"?? ""????????-??????"" (??)","105037,  ?. ??????, ??.3-? ??????????, ?.3",1,31
212,61,09807224,1026200000111,212,046126708,1/1/2016,????-???????????? (???),"390023, ?. ??????, ??. ???????,?.82/26",1,31
226,45,09807359,1027700351106,226,044525518,1/1/2016,"?? ?? ""????????????""","115114, ?. ??????, ??. ?????????????, ?. 10, ???. 1",1,31
232,03,09808815,1102300004938,232,040396717,1/1/2016,?? ???? ????? ????,"354000, ????????????? ????, ?. ????, ??. ???????????, 14",1,27
236,45,17546329,1027739412359,236,044525728,1/1/2016,"??? ""?????????????""","109004,  ?. ??????, ??. ?????????? ???????????, ?. 12, ???. 4",1,27
249,57,09807543,1025900000048,249,045773790,1/1/2016,"??? ??? ""???? ??""","614990, ?. ?????, ??. ??????, 64",1,27
254,33,10919075,1024300000042,254,043304711,1/1/2016,"??? ?? ""??????""","610002, ?.?????, ??. ????????, ?. 40",1,31
256,45,09807336,1026900005307,256,044583911,1/1/2016,"?? ""????-????""","107078, ?. ??????, ??????? ???., ?. 5, ???. 3",1,23
272,45,09807649,1027739137535,272,044583544,1/1/2016,"??? ""???"" (??)","127422,  ?. ??????, ??.?????????????, ?.26",1,23
312,22,09809068,1025200000528,312,042202722,1/1/2016,"?? ""???????""","603155, ?.?????? ????????, ??. ??????? ????????, ?. 262",1,27
316,45,09807804,1027700280937,316,044525245,1/1/2016,"??? ""??? ????""","125040, ?. ??????, ??. ??????, ?. 8, ?????? 1",1,31
323,45,09804094,1025400001571,323,044525821,1/1/2016,"??? ""??? ????""","115172, ?. ??????, ??. ?????????????? ??????????, ?. 33, ???. 1, 3 - 6 ?????",1,31
328,40,09804148,1027800000084,328,044030861,1/1/2016,"??? ""?? ""??????""","191124, ?????-?????????, ??. ?????????, 2, ????? ?",1,31
330,63,09809080,1026400002089,330,046311755,1/1/2016,"??? ???? ""???????""","410071, ?.???????, ??.???????????, 177",1,23
354,45,09807684,1027700167110,354,044525823,1/1/2016,???? ??? (??),"117420,  ?. ??????, ??. ?????????, ?. 16, ?????? 1",1,23
356,40,09804384,1027800000183,356,044030758,1/1/2016,"??? ""????????""","195220, ?????-?????????, ??. ????????????,17, ???? 4, ????? ?",1,23
370,45,09801960,1027700412893,370,044583209,1/1/2016,"???? ""????? ??????"" (??)","123007,  ?. ??????, 2-? ?????????? ??????, ?.8",1,23
384,46,09804616,1025000006350,384-?,044583691,1/1/2016,"??? ""????"" (???)","141300, ?????????? ???????, ????????-????????? ????????????? ?????, ????????? ????????? ??????? ?????, ?. ??????? ?????, ???????? ??????? ?????, ?. 212?, ???. 1 (???. 11)",1,27
415,92,09265987,1021600000993,415,049205774,1/1/2016,"??? ???? ""?????""","420111, ?.??????, ??.???? ???????, ?.3",1,31
429,65,09809128,1026600000350,429,046577795,1/1/2016,"??? ?? ""?????""","620014, ?.????????????, ??. ????? ? ????????, ?.67",1,31
430,03,09804964,1022300000447,430,040349772,1/1/2016,"??? ""???? ????""","350080, ?. ?????????, ??. ?????????, 97",1,31
435,45,09801026,1037700041323,435,044525186,1/1/2016,"??? ""???? ??????? ????""","127006, ?. ??????, ??. ??????????????, ?. 38, ???. 1",1,31
436,40,09804728,1027800000140,436,044030790,1/1/2016,"??? ""???? ""?????-?????????""","195112, ?????-?????????, ????????????? ??., ?. 64, ???. ?",1,23
438,92,09265964,1021600000840,438,049240785,1/1/2016,"??? ""??????????""","423807, ?????????? ?????????, ?.?????????? ?????, ??. ???????????????, ?.21",1,23
444,63,09801109,1026400002265,444,046359728,1/1/2016,"?? ""????????-????""","413840, ??????????? ???????, ?.????????, ??.????? ??????????, 21",1,27
456,03,09141191,1022300002670,456,040349569,1/1/2016,"??? ""??????????"" (???)","350059, ?. ?????????, ??????????? ?????, ??. 9-?? ???, ??? ? 46?",1,31
467,03,09801322,1022300001272,467,040349808,1/1/2016,"??? ?? ""??????????????""","350059, ?. ?????????, ??????????? ??????????????? ?????, ??. ????????/??.??. ??????, ??? ?47/77",1,27
469,60,09801345,1026100008384,469,046027835,1/1/2016,"??? ""??????? ???????????? ????""","344082, ?. ??????-??-????, ??. ???????, 38/39",1,27
474,04,09144918,1022400007508,474,040407795,1/1/2016,"??? ""??????"" (???)","660075, ?. ??????????, ??. ??????????, ??? 51",1,28
478,03,20702891,1022300000502,478,040349718,1/1/2016,"?? ""??????????????""","350075, ?. ?????????, ??. ??. ???????, ??? 176",1,23
480,92,09265013,1021600000256,480,049205703,1/1/2016,"?? ""??????????""","420111, ?.??????, ??.?????????????, 18/23",1,27
481,60,09141200,1022300003021,481,046027283,1/1/2016,"??? ?? ""??????????""","344002, ?. ??????-??-????, ??. ???????????????, ?. 166 ?",1,31
485,75,09801500,1027400000110,485,047501711,1/1/2016,"??? ""??????????""","454091, ?.?????????, ??.?.??????, 80",1,31
492,60,09246045,1026100001817,492,046015804,1/1/2016,"??? ""??????????""","344068, ?. ??????-??-????, ????????????? ?-?, ??. ??????? ????????, ??? ?32?",1,31
493,75,09801575,1027400001650,493,047501779,1/1/2016,"??? ""???????????????""","454113, ?.?????????, ??.?????????, 8",1,31
503,64,09801670,1026500000141,503,046423716,1/1/2016,"??? ""?????????????""","694620, ??????????? ???????, ?. ??????, ??. ??????, 16",1,31
507,71,09801718,1028900001360,507-?,047102809,1/1/2016,"?? ???? ""???????????""","625023, ?. ??????, ??. ?????????????, 41, ????. 1/1",1,23
518,03,09306717,1022300001063,518,040349715,1/1/2016,"???? ""????????????"" (???)","350020, ?. ?????????, ??. ???????, 139",1,31
520,45,09801919,1032335000675,520,044583835,1/1/2016,"??? ?? ""?????? ?????? ????""","109028, ?.??????, ??.???????, ?.3, ???.2",1,31
524,73,09306769,1027300000166,524,047308813,1/1/2016,"?? ???? ""?????""","432071, ?. ?????????, ??. ??????, 19",1,31
533,45,09306858,1027739082425,533,044525831,1/1/2016,"?? ?? ""?????-??????""","119049,  ?. ??????, ??. ???????, ?. 4, ???. 3",1,27
537,71,09306870,1028600002100,537,047169777,1/1/2016,"?? ?? ""???????""","628616, ????????? ???????, ?????-?????????? ?????????? ?????,  ?. ?????????????, ?????. ??????, 18-?",1,31
538,45,09251548,1026400002012,538,044525771,1/1/2016,"??? ""???????????????""","119048, ?. ??????, ??. ???????, ?. 62",1,30
545,30,09275313,1024100000077,545,043002711,1/1/2016,"??? ""?????????????????????""","683024, ?????????? ????, ?.?????????????-??????????, ??-? 50 ??? ???????, ?.5",1,23
548,45,09309383,1028900000051,548,044525645,1/1/2016,"?? ""????????""","127055, ?. ??????, ????? ????????? ???, ?. 68/70, ???. 1",1,27
554,36,21291250,1026300001848,554,043601706,1/1/2016,"??? ?? ""????????????""","443099, ?.??????, ??.?????????,90",1,31
558,40,09801871,1027800000040,558,044030772,1/1/2016,"??? ???? ""?????????""","194044, ?. ?????-?????????, ??????? ?????????????? ??., ?. 4-6, ???. ?",1,31
567,50,09309443,1025400000427,567,045004815,1/1/2016,"?? ""???? ??????""","630099, ?. ???????????, ??.?????????, 14",1,27
568,45,09309454,1027400000154,568,044525122,1/1/2016,"?? ?? ""???????????""","119071, ?. ??????, ??. ??????? 2-?, ?. 10, ???. 2",1,23
574,60,09309519,1026100001982,574,046027267,1/1/2016,"??? ""??????????""","344010, ?. ??????-??-????, ??. ?????????, 233",1,27
575,45,09309526,1028600002199,575,044525738,1/1/2016,"?? ?? ""???????""","119334, ?. ??????, 5-? ??????? ??????, ?. 21?, ???. 10",1,27
588,71,09309638,1028600001792,588,047144709,1/1/2016,"??? ""????""","628400, ????????? ???., ?????-?????????? ?????????? ????? - ????, ?. ??????, ??. ???????? ????????????, 19",1,31
596,08,09271290,1022700002654,596,040813700,1/1/2016,"???? ""??????"" (??)","?????????? ?????????, 680013, ????? ?????????, ????? ????? ??????, ??? 96 ?",1,31
598,58,09243276,1026000001774,598,045853729,1/1/2016,"??? ""??????? ???? ????""","182110, ????????? ???????, ?. ??????? ????, ??. ?????????????, ?. 27-?",1,23
600,45,29323770,1027739065375,600,044525402,1/1/2016,???? ??? (??),"115201,  ?. ??????, ?????????????? ?????, ??? 2, ?????? 1, ???????? 1",1,31
604,45,09301022,1027739222246,604,044525408,1/1/2016,"??? ""?????? ??????????????"" (???)","127247,  ?. ??????, ??????????????? ???????, ?.36, ?????? 1",1,31
608,45,09309822,1027739326207,608,044525401,1/1/2016,"?? ""??????"" (??)","129327,  ?. ??????, ??. ???????, ?. 28",1,23
609,56,09309839,1125800000094,609,045655707,1/1/2016,"??? ???? ""?????????""","440000, ?. ?????, ??. ???????, 104",1,31
635,45,09307757,1027300001630,635,044525410,1/1/2016,"""??????????????????"" (???)","115114, ?. ??????, ???????? ???., ?. 8, ???. 1",1,31
646,94,09269011,1021800000090,646,049401871,1/1/2016,"??? ""?????????"" (???)","426076, ?????????? ??????????, ?.??????, ??. ??????, 30",1,31
650,45,09106059,1023200000010,650,044525214,1/1/2016,"??? ""???? ????""","101000, ?.??????, ??.?????????, ?. 35 (107061, ?. ??????, ?????????????? ???????, ??? 8 - ???????? ?????)",1,31
654,20,09111037,1023600002084,654,042007707,1/1/2016,"?? ""???? ???????""","394006, ?. ???????, ??. ???????????, 149",1,31
665,79,09143037,1020100002955,665,047908750,1/1/2016,"??? ?? ""?? ????""","385006, ?????????? ??????, ?.??????, ???. ??????????, ??? 1",1,23
680,34,09139320,1024400002978,680,043469714,1/1/2016,"??? ?? ""?????????""","156961, ?. ????????, ??-? ????, 55",1,27
685,45,09243165,1026000001983,685,044583412,1/1/2016,"??? ?? ""??????????????""","119049, ?. ??????, ????????? ???????., ?. 1, ????. 1",1,27
695,83,09128018,1020700000496,695,048327741,1/1/2016,"???? ""???????"" ???","360051, ?????????-?????????? ??????????, ?.???????, ??. ????????,77",1,23
696,53,09284341,1025600000865,696,045339827,1/1/2016,"??? ??? ""??????""","462431, ???????????? ???., ?. ????, ?????. ??????, 75?",1,31
702,53,09284542,1025600001679,702,045354814,1/1/2016,"??? ""????-????""","460000, ???????????? ???????, ?. ????????, ??. ??????, ??? 14",1,27
704,53,09284565,1025600001217,704,045354886,1/1/2016,"???? ""????"" (???)","460017, ???????????? ???????, ?. ????????, ???.????????, 7",1,31
705,65,09320752,1026600000460,705,046577756,1/1/2016,"??? ""???-????""","620026, ?.????????????,??. ?????????, 75",1,31
708,92,40654987,1021600000014,708,049205844,1/1/2016,"??? ???? ""???? ??????""","420066, ?.??????, ??.??????????, ?.1",1,23
720,41,25855470,1024700000071,720,044109722,1/1/2016,"??? ""??????-????""","188800 ????????????? ???????, ????? ??????, ????? ??????????, ??? 2",1,31
728,92,09265198,1021600002500,728,049205708,1/1/2016,"??? ""???????????????""","420097, ?????????? ?????????, ?.??????, ??.??????, ?.4",1,27
732,22,09116810,1025200000352,732,042282751,1/1/2016,"?? ?? ""??????????""","603000, ?.?????? ????????, ??.?.????????, 61",1,23
735,38,09155046,1024600001458,735,043807708,1/1/2016,"??? ""?????????????""","305000, ?.?????, ??.??????, 13",1,27
752,89,09188382,1021300001656,752,048952729,1/1/2016,"??? ?? ""????""","430005, ?.???????, ??.?.????????????, 36-?",1,23
760,14,09803019,1023100000560,760,041403701,1/1/2016,"??? ??? ""???????????????""","308000, ???????????? ???????, ?. ????????, ???????????? ????????, 73",1,31
766,40,09306321,1033501068941,766,044030807,1/1/2016,"??? ""??????-???????? 1 ?????? ????"" ???","191123, ?. ?????-?????????, ??. ????????, ?. 39, ???. ?",1,27
777,28,09131011,1026900001765,777,042809707,1/1/2016,"??? ""??????? ?????""","170100, ?.?????, ??.????????????, 34",1,31
779,07,09231190,1022600000114,779,040724712,1/1/2016,"??? ""?????""","357350, ?????????????? ????, ?????????? ?????, ??. ????????????, ??. ????????, 148",1,27
783,08,09271054,1022700000685,783,040825773,1/1/2016,"??? ""???? ?????? ????""","681000,  ??????????? ????, ?.???????????-??-?????, ??.????????????,15",1,27
784,57,09185544,1025900000488,784,045773764,1/1/2016,"??? ""?????????????"" (???)","614010, ?. ?????, ????????????? ????????, 80",1,23
793,82,49192608,1020500000443,793,048209748,1/1/2016,"??? ?? ""????? ??????""","367029, ?????????? ????????, ?.?????????, ??.?.?. ???????????, 115",1,23
804,49,09316087,1025300000175,804,044959775,1/1/2016,"(??? ""??? ""??????????"")","173004  ???????????? ???., ?.??????? ????????, ??.?????????-????????, ?.12",1,23
812,65,09253642,1026600001779,812,046577406,1/1/2016,"??? ""?????????????""","620027, ?.????????????, ??. ???????????, 2 ""?""",1,23
817,92,09265674,1021600000586,817,049205772,1/1/2016,"??? ""???????"" (???)","420032, ?.??????, ??.??????????, ?.2",1,23
826,01,09316294,1022200529537,826,040173749,1/1/2016,"??? ""?? ""?????????-????""","656037, ????????? ????, ?.???????, ??.??????, 156-?",1,27
836,73,09790127,1027300534690,836,047311818,1/1/2016,"?? ???? ""???""","433508, ??????????? ???????, ?. ????????????, ??. ?????????, ??? 4",1,23
840,79,09143050,1020100001899,840,047908700,1/1/2016,"??? ??? ""???????""","385011, ?????????? ??????,?.??????, ??.?????????, ?.4, ?????? 1",1,23
841,79,09143043,1020100002340,841,047908749,1/1/2016,"??? ""???? ????????-??????""","385301, ?????????? ??????, ?.?????????????????, ??.????, 173a",1,27
842,37,09153403,1024500000392,842,043735821,1/1/2016,"??? ?? ""?????????""","641310, ?????????? ???????, ?.??????, ??.???????, 19",1,27
843,05,09241018,1022500000786,843,040507705,1/1/2016,"??? ""??????????????? ????""","690990, ?.???????????, ??. ??????????????, 27-?",1,27
857,64,09316609,1026500538240,857,046401727,1/1/2016,"?? ""???????"" (???)","693010, ??????????? ???????, ?. ????-?????????, ??. ?????????????, 145",1,23
860,04,09144261,1022400010005,860,040407427,1/1/2016,"?? ""???????"" ???","662520, ???????????? ????, ??????????? ?-?, ?. ?????????, 5 ?? ?/? ??????????-????????????",1,31
870,17,09109299,1023300000052,870,041708708,1/1/2016,"??? ""????????????""","600020, ?.????????, ??. ??????? ?????????????, ?.9",1,31
874,83,09128115,1020700000617,874,048327765,1/1/2016,"???? ""??????????"" ???","361045, ?????????-?????????? ??????????, ?. ??????????, ??. ??????, ?. 147",1,23
875,57,09185461,1025900000510,875,045773756,1/1/2016,"??? ??? ""?????""","614000, ?. ?????,  ??. ?????????, 10",1,23
880,71,09268709,1028600001770,880,047169779,1/1/2016,"??? ???? ""????""","628684, ????????? ???., ?????-?????????? ?????????? ????? - ????, ?. ??????, ???????? ??????, 8/1",1,31
889,92,09265763,1021600000597,889,049209778,1/1/2016,"""????? ????"" (??)","420101, ?.??????, ??. ??????? ?????????, 47",1,23
901,19,09108414,1023500002404,901,041946747,1/1/2016,"?? ""??????????""","162623, ??????????? ???., ?.?????????, ??. ????????????, 57?",1,27
902,33,09136304,1024300004739,902,043304728,1/1/2016,"??? ""?????? ????""","610000, ?.?????, ??. ??????????????, 4",1,30
903,17,09109307,1023300000063,903,041708706,1/1/2016,"??? ""??????????????""","600015, ?.????????, ??-? ??????,35",1,27
912,45,09317135,1027739179160,912,044525600,1/1/2016,"??? ""???????""","115419,  ?. ??????, ??.????????????, ?.5",1,31
918,71,09268282,1028900001460,918,047102613,1/1/2016,"??? ""?????????????""","625000, ????????? ???????, ?. ??????,  ??. 8-? ?????, 1",1,31
927,24,09123046,1023700000169,927,042406707,1/1/2016,"??? ""?????"" ???","153000, ?.???????, ??.???????????, 14",1,23
930,45,09108437,1027739306638,930,044599749,1/1/2016,"??? ""????? ???????????? ????""","109028, ?. ??????, ?????????? ???????, ?.6/20, ???.2",1,23
931,63,12237925,1026400001858,931,046311751,1/1/2016,"??? ""???????""","410012, ?. ???????, ??.?????? ?.?., ?. 129",1,23
933,28,09131554,1026900000170,933,042809953,1/1/2016,"??? ""???????????????????""","172002, ???????? ???????, ?.??????, ??????? ????????, ??? 3",1,27
937,45,09251146,1026400001803,937,044525298,1/1/2016,"?? ""??????""","115280, ?. ??????, ??. ????????? ???????, ?. 19, ???. 32",1,23
963,34,09139030,1144400000425,963,043469743,1/1/2016,"??? ""??????????""","156000, ?. ????????, ??. ?????????????, ?. 46",1,31
965,65,09253317,1026600001823,965,046577402,1/1/2016,"?? ""????????????????""","623109, ???????????? ???????, ?.????????????, ??. ??????, 9 ?",1,31
969,45,09282017,1027500001100,969,044525708,1/1/2016,"??? ""??????????? ????""","123317, ?. ??????, ??????????? ??????????, ??? 8, ???????? 1",1,27
970,34,09139125,1024400003209,970,043469710,1/1/2016,"??? ?? ""????????? ????""","156000, ?. ????????, ??. ????, ?. 113",1,27
990,71,09317827,1027200000013,990,047106730,1/1/2016,"??? ?? ""??????""","625048, ????????? ???????, ?. ??????, ??. ??????? ????????, 68, ?????? 2/1",1,23
992,19,09108064,1023500000040,992,041909717,1/1/2016,"?? ""???????????""","160001, ?.???????, ??. ????, ?. 36",1,27
1000,40,00032520,1027739609391,1000,044525187,1/1/2016,???? ??? (???),"190000, ?. ?????-?????????, ??. ??????? ???????, 29",1,23
1006,80,09105806,1020280000070,1006,048073747,1/1/2016,"??? ""???????????""","450015, ?????????? ?????????, ?????????? ????????????, ?.???, ??. ?????????????, ?.43",1,23
1016,97,09286216,1022100000120,1016,049706749,1/1/2016,"""???????????? ???? ??????????"" (???)","428010, ????????? ??????????, ?.?????????, ???????????? ???????, 25""?""",1,23
1025,36,16250087,1020400000070,1025,043678859,1/1/2016,"??? ?? ""?? ????""","445037,  ????????? ???????, ?. ????????, ????? ??????, ?. 8",1,23
1027,12,09104296,1023000000210,1027,041203729,1/1/2016,??? ???????,414000 ?.????????? ??.?????? 20,1,27
1037,45,16250070,1020400000400,1037-?,044525725,1/1/2016,"??? ???? ""?????""","109044, ??????, ?.??????, ??. 1-? ??????????, ??? 1-?",1,23
1046,28,09131235,1026900001347,1046,042809992,1/1/2016,"??? ?? ""??????""","171506, ???????? ???????, ?.?????, ??.????????, ?. 19",1,23
1049,95,46224302,1021900002563,1049,049514745,1/1/2016,"??? ""????????? ????????????? ????""","655017, ?????????? ???????, ?.??????, ??.?????????, 73",1,31
1050,14,09803255,1023100000857,1050,041424725,1/1/2016,"??? ""?????????""","309511, ???????????? ???????, ?. ?????? ?????, ???. ???????????, 62",1,23
1052,45,09141558,1077711000080,1052,044525273,1/1/2016,"""???-????"" (??)","119530, ?. ??????, ?????????? ?????, ?. 32",1,23
1053,45,09107126,1027739326306,1053,044583547,1/1/2016,"?? ""?????????? ????????"" (???)","129090, ?. ??????, ??. ????????, ?. 7, ???. 4",1,31
1067,25,09125424,1023800000124,1067,042520706,1/1/2016,"??? ""????????????????""","664007, ????????? ???????, ?. ???????, ??. ??????????? ?????????, 5",1,23
1068,40,09282454,1097800006589,1068,044030885,1/1/2016,"??? ""??????? ????""","196084, ?????-?????????, ??. ????????, 5 ????. 3",1,27
1071,53,09284683,1025600006024,1071,045318806,1/1/2016,"?? ""???????"" (???)","461630, ???????????? ???., ?. ??????????, ??. ??????, 103",1,31
1084,78,09288304,1027600000185,1084,047885715,1/1/2016,"??? ?? ""??????????????""","152903, ??????????? ???????, ?.???????, ??.??????? ???????, 1?",1,23
1087,12,34411588,1023001538340,1087,041203711,1/1/2016,"??? ???? ""???""","414040, ?. ?????????, ??. ??????????????, 47",1,31
1093,67,09288250,1027600000020,1093,046711106,1/1/2016,"??? ???? ""???""","299011, ?. ???????????, ??. ????????, 10",1,31
1105,14,09803092,1063100001337,1105,041403783,1/1/2016,"?? ""?????? ????""","308009, ?. ????????, ???????? ?. ????????????, ?. 20/22",1,23
1114,22,09116282,1025200000198,1114,042227828,1/1/2016,"??? ??????? ""?????""","606008, ????????????? ???????, ?.?????????, ????? ????????, 10 - ?",1,23
1115,34,09139194,1024400003858,1115,043469720,1/1/2016,"??? ""???????????????????""","156013, ?. ????????, ??. ???????????, 36",1,23
1118,78,09116419,1025200000330,1118,047888740,1/1/2016,"??? ""?.?. ????""","150040, ?. ?????????, ??. ???????????, ?.62/30",1,27
1132,80,09105019,1020280000036,1132,048073739,1/1/2016,"??? ""?????????????""","450002,  ?.???, ??.???? ??????, ??? 42",1,27
1136,79,09143095,1020100002394,1136,047908704,1/1/2016,"?? ""??????????""","385000, ?????????? ??????, ?.??????, ??.??????????, 276",1,23
1137,83,09128121,1020700000254,1137,048327749,1/1/2016,"""???-????"", ???","360000, ?????????-?????????? ??????????, ?.???????, ??.???????, ?. 62",1,27
1139,45,09231468,1022600000158,1139,044583930,1/1/2016,"??? ""??????? ????????? ????"" (??)","125009, ?. ??????, ????? ??????? ?????????, ??? 16",1,27
1143,45,09319252,1026500000317,1143,044525900,1/1/2016,"??? ""???? ????""","127006, ?. ??????, ??. ???????? ???, ?. 5/10, ???????? 2",1,27
1144,25,39092538,1023800000069,1144,042511741,1/1/2016,"""???????? ????"" ???","665717, ????????? ???????, ?. ??????, ??. ?????????????,43",1,27
1151,29,09317783,1024000001739,1151,042908748,1/1/2016,"??? ?? ""??????""","248001, ?. ??????, ??. ????????, ?.147",1,27
1158,32,09800185,1024200001814,1158,043209740,1/1/2016,"?? ""?????????????????""","654080, ??????????? ???????, ?.???????????, ??.??????, 89 ""?""",1,31
1165,78,09288273,1027600000031,1165,047888786,1/1/2016,"??? ""????????????""","150000, ?.?????????, ??.????????????, ?.25/26",1,23
1166,22,09116299,1025200001001,1166,042202773,1/1/2016,"??? ??? ""????????????""","603009, ?.?????? ????????, ????? ?????????, 21?",1,27
1184,25,09125223,1023800000190,1184,042502710,1/1/2016,"?? ""???????????""","665451, ????????? ???????, ?. ??????-?????????, ????????????? ????????, 89",1,27
1189,45,09227873,1025500000624,1189,044599350,1/1/2016,"??? ""???? ????""","109004, ?.??????, ??????????? ???., ?. 7, ???. 1",1,31
1197,82,25171576,1020500000223,1197,048209719,1/1/2016,"??? ?? ""????????????""","368120, ?????????? ????????, ?. ????????, ??????? ??????, ?. 1.",1,23
1242,42,09156011,1024800001852,1242,044206704,1/1/2016,"??? ""?????????????""","398600, ?.??????, ??. ?????????????????, 8",1,27
1249,98,09287233,1021400000380,1249,049805709,1/1/2016,"???? ""??????"" ??","677018, ?????????? ???? (??????), ?. ??????, ??. ????????, ?. 36",1,31
1276,47,09221079,1025100001838,1276,044705709,1/1/2016,"?? ""??????? ????????""","183032, ?. ????????, ??. ??????, 14",1,31
1277,22,09116052,1025200000077,1277,042206759,1/1/2016,"???? ""???????????"" (???)","607600, ????????????? ???????, ?.?????????, ????? ??????, 185",1,23
1280,97,09286357,1022100000064,1280,049706725,1/1/2016,"??? ""???????????????????"" ???","428000, ????????? ??????????, ?.?????????, ???????? ??????????,3",1,27
1281,22,09116036,1025200000011,1281,042204757,1/1/2016,"?? ??????? ""???????""","607220, ????????????? ???????, ?.???????, ????? ??????, 33",1,23
1284,71,09286268,1022100008336,1284,047102804,1/1/2016,???? ???? (???),"625003, ?. ??????, ??. ????? ??????, ??? 61, ????. 1/2",1,31
1288,07,10245961,1022600000092,1288,040702760,1/1/2016,??? ???????????????????????,"355041, ?????????????? ????, ?.??????????, ??. ??????????????, 88?",1,31
1291,58,09243721,1026000002160,1291,045853774,1/1/2016,"??? ?? ""????????""","182110, ????????? ???????, ?. ??????? ????, ??. ?. ?????????, ?. 15",1,23
1293,65,41718732,1026600006510,1293,046577774,1/1/2016,"???? ""?????"" ???","620142, ???????????? ???????, ?. ????????????, ??. ???????, ?. 3?",1,31
1307,27,22881700,1023900000080,1307,042748701,1/1/2016,"?? ""???????????????"" (???)","236016, ?. ???????????,  ??. ??????????? , ?.83""?""",1,31
1309,93,09264195,1021700000046,1309,049304735,1/1/2016,"??? ?? ""???????? ???? ??""","667000, ?????????? ????, ?.?????, ??. ????????? ????????????, 18",1,27
1312,68,09263511,1026800000017,1312,046850755,1/1/2016,"?? ???? ""????""","392000, ?. ??????, ??. ?????????, 118",1,27
1317,45,09610355,1027739051009,1317,044525487,1/1/2016,"??? ""?????????""","123022,  ?. ??????, ??.???????????, ??? 15, ???????? 56, 4 ????",1,23
1326,45,09610444,1027700067328,1326,044525593,1/1/2016,"?? ""?????-????""","107078,  ?. ??????, ??. ????????????, ?. 27",1,31
1329,30,09275017,1024100000121,1329,043002708,1/1/2016,"?? ""????? ????""","683024, ?????????? ????, ?.?????????????-??????????, ??. ????????????, 11",1,27
1343,50,09224343,1025400000010,1343,045004850,1/1/2016,"???? ""????????????"" (???)","630054, ?. ???????????, ??. ??????????, ??? 25/1",1,31
